0,1
Matt Smith,"['Green Bay', 'Toledo']"
Matt Smith,['Robert Morris']
Matt Smith,"['Cal State Bakersfield', 'Mississippi Valley State']"
Matt Smith,['Binghamton']
Matt Smith,['Central Michigan']
Matt Staff,"['New Mexico', 'Texas State']"
Matt Stainbrook,"['Xavier', 'Western Michigan']"
Matt Van Scyoc,"['Southern', 'Citadel']"
Matt Van Scyoc,['Indiana State']
Matt Williams,['Colorado State']
Matt Williams,['Montana']
Matt Williams,[]
Matt Williams,[]
Matt Williams,['Davidson']
Matt Williams,['Jackson State']
Matt Williams,['Illinois']
Matt Williams,['Nevada']
Matt Williams,"['Southern', 'Citadel']"
Matt Williams,['Hampton']
Matt Williams,['Virginia Tech']
Matthew Atewe,"['Washington', 'Auburn']"
Matthew Butler,['Rhode Island']
Matthew Moss,"['McNeese State', 'Louisiana-Lafayette']"
Matthew Wilson,['American']
Matthew Wilson,['Army']
Maurice Aniefiok,['North Texas']
Maurice Kemp,['East Carolina']
Maurice Rivers,"['Jackson State', 'Rice']"
Maurice Taylor,['Michigan']
Maurice Taylor,[]
Maurice Taylor,['Bethune-Cookman']
Maurice Taylor,['Niagara']
Maurice Watson Jr.,"['Boston University', 'Creighton']"
Maurice Wiltz,"['Southern Illinois-Edwardsville', 'Colorado State']"
Max Bielfeldt,"['Indiana', 'Michigan']"
Max Heller,"['Loyola Marymount', 'Oregon', 'Arizona State']"
Max Hoetzel,"['Indiana', 'San Diego State']"
Max Hooper,"[""St. John's (NY)"", 'Harvard', 'Oakland']"
Max Hooper,['Illinois']
Max Landis,"['Gardner-Webb', 'IPFW']"
Max Twyman,"['Albany (NY)', 'Hartford']"
Melquan Bolding,"['Fairleigh Dickinson', 'Duquesne']"
Melvin Johnson,['Arkansas State']
Melvin Johnson,[]
Melvin Johnson,['McNeese State']
Melvin Johnson,['Wagner']
Melvin Johnson,['Charlotte']
Melvin Tabb,"['Wake Forest', 'Kent State']"
Merrill Holden,"['Louisiana Tech', 'Iowa State']"
Merv Lindsay,"['Kansas', 'New Mexico']"
Micah Mason,"['Duquesne', 'Drake']"
Michael Bizoukas,"['DePaul', 'Missouri State']"
Michael Bradley,"['Villanova', 'Kentucky']"
Michael Bradley,"['Samford', 'Southern']"
Michael Bradley,['Evansville']
Michael Chandler,['Southern Illinois-Edwardsville']
Michael Chandler,['Oregon']
Michael Dixon,"['Memphis', 'Missouri']"
Michael Dixon,['San Jose State']
Michael Gbinije,"['Duke', 'Syracuse']"
Michael Green,"['Furman', 'Southern', 'Western Carolina']"
Michael Green,['Tennessee State']
Michael Green,['Akron']
Michael Green,['Navy']
Michael Green,['Idaho State']
Michael Green,['Virginia']
Michael Green,['Alabama State']
Michael Green,['Colgate']
Michael Harper,['Hawaii']
Michael Harper,['Coppin State']
Michael Harper,[]
Michael Harper,['North Carolina-Asheville']
Michael Harthun,"['Washington State', 'Portland State']"
Michael Hoffman,"['Lafayette', 'Texas-Rio Grande Valley']"
Michael Kessens,"['Alabama', 'Longwood', 'Florida International']"
Michael Ojo,['Lehigh']
Michael Ojo,['Florida State']
Michael Orris,"['South Dakota State', 'Northern Illinois', 'Kansas State']"
Michael Perez,['Nevada']
Michael Porter,['Kentucky']
Michael Porter,"['Southeast Missouri State', 'Missouri State']"
Michael Porter,['New Orleans']
Michael Ramey,['Ball State']
Michael Williams,['Syracuse']
Michael Williams,['Bethune-Cookman']
Michael Williams,[]
Michael Williams,['Old Dominion']
Michael Williams,['Northern Iowa']
Michael Williams,"['San Francisco', 'Cal State Fullerton']"
Michael Williams,['Texas Christian']
Michael Williams,['Bethune-Cookman']
Michael Williams,[]
Michael Williams,"['Virginia Military Institute', 'Southern']"
Michael Wolfe,"['North Carolina Central', 'Siena']"
Michael Wolfe,[]
Michael Wolfe,"['Southern', 'West Virginia']"
Miguel Paul,"['East Carolina', 'Missouri']"
Miguel Paul,['Eastern Michigan']
Mike Aaman,"['Wagner', 'Rhode Island']"
Mike Brown,['George Washington']
Mike Brown,['Siena']
Mike Brown,['Rhode Island']
Mike Brown,[]
Mike Brown,[]
Mike Brown,['Canisius']
Mike Brown,['Western Illinois']
Mike Brown,['Manhattan']
Mike Brown,[]
Mike Brown,[]
Mike Brown,['Arkansas']
Mike Brown,['Nevada']
Mike Brown,['Niagara']
Mike Brown,['Northern Illinois']
Mike Brown,['Weber State']
Mike Brown,"['Southern', 'Western Carolina']"
Mike Brown,"[""Mount St. Mary's""]"
Mike Brown,['Siena']
Mike Brown,['Rhode Island']
Mike Brown,['Clemson']
Mike Brown,['Central Connecticut State']
Mike Burwell,"['South Florida', 'Towson']"
Mike Davis,['Maryland']
Mike Davis,['Towson']
Mike Davis,['Virginia Tech']
Mike Davis,['Eastern Kentucky']
Mike Davis,['Idaho']
Mike Davis,['Marquette']
Mike Davis,['Alabama']
Mike Davis,['Cornell']
Mike Davis,['Bradley']
Mike Davis,[]
Mike Davis,['Texas Tech']
Mike Davis,['Mississippi Valley State']
Mike Davis,['Colorado State']
Mike Davis,['Seton Hall']
Mike Davis,['Alabama-Birmingham']
Mike Davis,['Illinois']
Mike Davis,"['Texas Tech', 'San Diego']"
Mike Davis,['Northern Illinois']
Mike Davis,['Alcorn State']
Mike Davis,['Hofstra']
Mike Davis,"['Indiana', 'Alabama-Birmingham', 'Texas Southern']"
Mike Dejworek,"['Southern', 'Belmont', 'Citadel']"
Mike DiNunno,"['Northern Illinois', 'Eastern Kentucky']"
Mike Harrell,"['Southern', 'Southeastern Louisiana']"
Mike Harrell,['Bradley']
Mike Holmes,"['South Carolina', 'Coastal Carolina']"
Mike La Tulip,"['Wright State', 'Illinois']"
Mike McFadden,"['Iona', 'Robert Morris']"
Mike Moore,"['Hofstra', 'Fordham']"
Mike Moore,['Butler']
Mike Moore,['San Jose State']
Mike Moore,['Vanderbilt']
Mike Moore,['Manhattan']
Mike Moore,['Baylor']
Mike Moore,['Baylor']
Mike Moser,"['UCLA', 'Oregon']"
Mike Owona,['Fairleigh Dickinson']
Mike Poole,"['Rutgers', 'Iona']"
Mike Rosario,"['Rutgers', 'Florida']"
Mike Scott,['Eastern Kentucky']
Mike Scott,['Kent State']
Mike Scott,"['Fairleigh Dickinson', 'Texas Christian']"
Mike Scott,['Virginia']
Mike Scott,['Rider']
Mike Scott,['Harvard']
Mike Scott,['Idaho']
Mike Scott,['Kentucky']
Mike Scott,['Wake Forest']
Mike Shaw,"['Bradley', 'Illinois']"
Mike Smith,['Louisiana-Monroe']
Mike Smith,['Mercer']
Mike Smith,['Eastern Kentucky']
Mike Smith,['Mercer']
Mike Smith,['Monmouth']
Mike Smith,['Indiana State']
Mike Smith,['New Orleans']
Mike Smith,['Coastal Carolina']
Mike Smith,['Tulsa']
Mike Smith,['Texas']
Mike Smith,['Virginia']
Mike Smith,[]
Mike Smith,[]
Mike Smith,['Iowa State']
Mike Smith,['Arkansas-Little Rock']
Mike Smith,['Nebraska']
Mike Smith,['Yale']
Mike Smith,[]
Mike Smith,['Maryland-Eastern Shore']
Mike Smith,['Columbia']
Mike Smith,['Tennessee']
Mike Talley,"['Eastern Michigan', 'Duquesne']"
Mike Taylor,['Iowa State']
Mike Taylor,['Marist']
Mike Taylor,['George Mason']
Mike Taylor,['UCLA']
Mike Taylor,['New Orleans']
Mike Taylor,[]
Mike Taylor,['Northern Illinois']
Mike Taylor,['Georgia']
Mike Thorne,"['Charlotte', 'Illinois']"
Mike Thorne,['Georgia']
Mike Turner,['Murray State']
Mike Turner,['Northwestern']
Mike Turner,['Houston Baptist']
Mike Turner,['Indiana State']
Mike Washington,['Arkansas']
Mike Washington,['Princeton']
Mike Washington,['Charlotte']
Mike Washington,['Texas Christian']
Mike Washington,['Texas Christian']
Mike Washington,['Illinois']
Mike Williams,"['Bradley', 'Cincinnati']"
Mike Williams,[]
Mike Williams,['Loyola (IL)']
Mike Williams,['Miami (OH)']
Mike Williams,['Idaho State']
Mike Williams,['Tennessee Tech']
Mike Williams,['Jackson State']
Mike Williams,"['Southern', 'Citadel']"
Mike Williams,['Cornell']
Mike Williams,['Saint Francis (PA)']
Mike Williams,[]
Mike Williams,['Morehead State']
Mike Williams,['South Carolina State']
Mike Williams,['Kansas State']
Mike Williams,['Syracuse']
Mike Williams,[]
Mike Williams,"['Cincinnati', 'Texas']"
Mike Williams,['Western Michigan']
Mike Williams,"['Southern', 'Western Carolina']"
Mike Williams,['Rutgers']
Miles Bowman,"['Delaware State', 'High Point']"
Miles Dixon,['Houston Baptist']
Miles Dixon,['Wright State']
Miles Overton,"['Wake Forest', 'Drexel']"
Mislav Brzoja,"['Villanova', 'Evansville']"
Mitch Bruneel,"['Utah State', 'Utah Valley']"
Mitchell Hahn,"['Nebraska-Omaha', 'Holy Cross']"
Mo Williams,['Alabama']
Mo Williams,['Army']
Mo Williams,['Notre Dame']
Mo Williams,[]
Mo Williams,"['Southern', 'Duquesne', 'Kentucky', 'Citadel']"
Mo Williams,[]
Mo Williams,['Chicago State']
MoMo Jones,"['Arizona', 'Iona']"
Montaque Gill-Caesar,"['San Diego State', 'Missouri']"
Montez Blair,"['Navy', 'Cornell']"
Montray Clemons,"['San Francisco', 'DePaul']"
Morakinyo Williams,"['Southern', 'Duquesne', 'Kentucky', 'Citadel']"
Moses Abraham,"['Georgetown', 'Nebraska']"
Moses Morgan,"['DePaul', 'Cal State Fullerton']"
Moussa Gueye,"['Alabama', 'Valparaiso']"
Murphy Burnatowski,"['Colgate', 'Maine']"
Musa Abdul-Aleem,"['South Florida', 'Troy']"
Mustafaa Jones,"['Fairleigh Dickinson', 'Hartford']"
Mychal Ladd,"['Washington State', 'Fresno State']"
Myke Henry,"['DePaul', 'Illinois']"
Myles Davis,['Xavier']
Myles Davis,[]
Myles Hamilton,"['Kennesaw State', 'Cleveland State']"
Naiel Smith,"['Ball State', 'Texas State']"
Naji Hibbert,['Gardner-Webb']
Nate Garth,['New Mexico']
Nate Hicks,"['Georgia Tech', 'Florida Gulf Coast']"
Nate Maxey,['North Carolina Central']
Nate Rogers,['DePaul']
Nate Rogers,['Seton Hall']
Nate Rucker,"['Kennesaw State', 'Northern Illinois']"
Nate Wells,"['Bradley', 'Ball State']"
Nathan Hawkins,['Texas-Rio Grande Valley']
Nathan Hawkins,"['Nebraska', 'Texas-Arlington']"
Nathan Laing,['Jacksonville State']
Negus Webster-Chan,"['Hawaii', 'Missouri']"
Nevin Johnson,"['Texas Southern', 'Creighton']"
Nic Moore,['Illinois State']
Nic Moore,['Toledo']
Nick Banyard,"['New Mexico', 'Illinois State']"
Nick Daniels,['IPFW']
Nick Daniels,['Oakland']
Nick Daniels,['Xavier']
Nick Davis,['Arkansas']
Nick Davis,"['South Alabama', 'Alabama State']"
Nick Davis,['Ohio']
Nick Davis,['Maryland']
Nick Faust,"['Maryland', 'Long Beach State']"
Nick Goff,"['North Texas', 'Ohio']"
Nick Griffin,['George Washington']
Nick Jacobs,"['Georgia Tech', 'Alabama']"
Nick Jacobs,['Utah']
Nick Kerr,"['University of California', 'San Diego']"
Nick King,"['Alabama', 'Memphis']"
Nick Madray,"['Eastern Michigan', 'Binghamton']"
Nick Mason,['Arkansas']
Nick Mason,['Idaho State']
Nick Osborne,"['Loyola (IL)', 'IUPUI']"
Nick Russell,['Kansas State']
Nick Shepherd,"['Texas Southern', 'Long Beach State']"
Nick Stover,"['Loyola Marymount', 'South Alabama']"
Nick Thompson,"['Oklahoma', 'Utah Valley']"
Nick Zeisloft,"['Indiana', 'Illinois State']"
Nigel Johnson,['Middle Tennessee']
Nigel Johnson,"['Rutgers', 'Kansas State']"
Nigel Williams-Goss,"['Gonzaga', 'Washington']"
Nikita Mescheriakov,"['Wake Forest', 'Georgetown']"
Nikko Acosta,['Lamar']
Nikola Cerina,"['Texas Christian', 'Northwestern']"
Nikola Gacesa,"['Texas Christian', 'Florida International']"
Nimrod Hilliard,"['Lamar', 'South Dakota', 'North Carolina Central']"
Nnamdi Enechionyia,"['Samford', 'Southern']"
Noah Allen,"['UCLA', 'Hawaii']"
Noel Johnson,"['Clemson', 'Auburn']"
Nolan Berry,"['Butler', 'UC-Davis']"
Nolan Cressler,"['Cornell', 'Vanderbilt']"
Norville Carey,['Rider']
Nurideen Lindsey,"[""St. John's (NY)"", 'Rider']"
Obi Emegano,"['Western Illinois', 'Oral Roberts']"
Obi Romeo,['Longwood']
Olalekan Ajayi,"['Eastern Michigan', 'Cal State Northridge']"
Olek Czyz,"['Duke', 'Nevada']"
Oliver Black,"['Arkansas-Little Rock', 'Mississippi State']"
Olu Ashaolu,"['Louisiana Tech', 'Oregon']"
Omar Oraby,['Rice']
Omar Sherman,"['Louisiana Tech', 'Miami (FL)']"
Omari Grier,"['Bradley', 'Florida Atlantic', 'Rutgers']"
Omari Lawrence,"[""St. John's (NY)"", 'Kansas State']"
Omondi Amoke,"['University of California', 'Cal State Fullerton']"
Orien Greene,"['Louisiana-Lafayette', 'Florida']"
Orlando Allen,['Oklahoma']
Orlando Allen,['Marshall']
Orlando Coleman,"['Kennesaw State', 'Texas Southern']"
Orlando Williams,"['Miami (OH)', 'Eastern Kentucky']"
Orlando Williams,['Oregon']
Orlando Williams,['Cincinnati']
Oskar Reinfelds,"['Portland', 'Troy']"
Ot Elmore,"['Marshall', 'Texas-Rio Grande Valley']"
Ovie Soko,"['Alabama-Birmingham', 'Duquesne']"
P.J. Boutte,"['Southern', 'IUPUI', 'Citadel']"
P.J. Hardwick,"['North Texas', 'Arkansas State']"
Pancake Thomas,"['Western Kentucky', 'Hartford', 'New Mexico']"
Paris Maragkos,"['George Washington', 'American']"
Parker U'u,"['San Diego State', 'Hartford']"
Paschal Chukwu,"['Providence', 'Syracuse']"
Pat Birt,['Tulsa']
Pat Forsythe,"['Akron', 'West Virginia']"
Patrick Ackerman,['Penn State']
Patrick Agho,['Nicholls State']
Patrick Agho,['Prairie View']
Patrick Cole,"['Coppin State', 'North Carolina Central', 'Siena']"
Patrick Cole,['Southern']
Patrick Jackson,['Ball State']
Patrick Jackson,"['Rutgers', 'Kent State']"
Patrick Johnson,['Duke']
Patrick Johnson,['Texas Southern']
Patrick Johnson,['North Carolina State']
Patrick Konan,"['New Hampshire', 'Liberty']"
Patrick Onwenu,"['Alcorn State', 'Texas Southern']"
Patrick Steeves,"['George Washington', 'Harvard']"
Patrick Swilling,['Tulsa']
Patrick Wallace,"['North Carolina State', 'Charleston Southern']"
Paul Carter,['Minnesota']
Paul Carter,['James Madison']
Paul Jesperson,"['Virginia', 'Northern Iowa']"
Paul McCoy,"[""Saint Mary's (CA)""]"
Payton Henson,"['Vermont', 'Tulane']"
Payton Hulsey,['Western Kentucky']
Payton Hulsey,['College of Charleston']
Payton Hulsey,['College of Charleston']
Pe'Shon Howard,['Maryland']
Pedro Maciel,['Centenary (LA)']
Pedro Maciel,['Nicholls State']
Percy Gibson,"['Oakland', 'Iowa State']"
Perris Blackwell,"['San Francisco', 'Washington']"
Pete Rakocevic,"['Northern Illinois', 'Sacramento State']"
Peter Jurkin,"['Indiana', 'Southern']"
Phillip Jones,['Louisiana-Lafayette']
Phillip Jones,['Sam Houston State']
Pierre Crawford,['Jackson State']
Pierre Jordan,"['Georgia Tech', 'Florida State']"
Pina Guillaume,"['Maryland-Eastern Shore', 'Binghamton']"
Pookie Powell,"['La Salle', 'Memphis']"
Princeton Onwas,"['San Jose State', 'Utah']"
Quasim Pugh,"['College of Charleston', 'Norfolk State', 'Southern']"
Que Johnson,"['Washington State', 'Western Kentucky']"
Quentin Bastian,['NJIT']
Quevyn Winters,"['Washington', 'Duquesne']"
Quin Cooper,"['Centenary (LA)', 'Southeastern Louisiana']"
Quincy Diggs,"['Akron', 'New Orleans']"
Quincy Roberts,"['Grambling', ""St. John's (NY)""]"
Quincy Taylor,"['Alabama-Birmingham', 'Longwood']"
Quinn Taylor,['Utah State']
Quinn Taylor,[]
Quintarius Hutchinson,['Alabama State']
Quinten Payne,"['Dartmouth', 'Ball State']"
Quintin Brewer,"['Illinois State', 'Bethune-Cookman']"
Quinton Chievous,"['Hampton', 'Tennessee']"
Quinton Upshur,"['Virginia Military Institute', 'Northern Arizona']"
R.J. Scott,['Troy']
Raeford Worsham,"['Jackson State', 'Arkansas State']"
Raekwon Harney,['Stetson']
Raekwon Harney,['North Carolina Central']
Raemond Robinson,"['Southern', 'Charleston Southern', 'Citadel']"
Rafael Maia,['Brown']
Rakeem Buckles,"['Louisville', 'Florida International']"
Rakim Lubin,['Cal State Northridge']
Rakim Sanders,"['Boston College', 'Fairfield']"
Ralph Hill,"['Oakland', 'Dayton']"
Ralston Turner,['North Carolina State']
Ramon Eaton,"['Pepperdine', 'North Carolina Central']"
Ramon Galloway,"['South Carolina', 'La Salle']"
Ramone Snowden,"['James Madison', 'Niagara']"
Randy Onwuasor,"['Southern Utah', 'Texas Tech']"
Rashaan Surles,"['Prairie View', 'Mississippi Valley State']"
Rashad Whack,"['George Mason', ""Mount St. Mary's""]"
Rashard McGill,['Iona']
Rasheed Sulaimon,"['Duke', 'Maryland']"
Rashid Gaston,"['Norfolk State', 'Xavier']"
Rawle Marshall,"['Ball State', 'Oakland']"
Ray Barreno,"['Portland', 'Tulane']"
Ray Lester,['Southern Illinois-Edwardsville']
Ray Lester,[]
Ray Penn,"['Oklahoma State', 'Texas Southern']"
Ray Rodriguez,['North Florida']
Ray Rodriguez,['Florida International']
Ray Willis,"['Oklahoma', 'North Carolina Central']"
Ray Willis,['Montana State']
Ray Willis,['Kansas State']
Raymond Taylor,"['Florida Atlantic', 'Florida International']"
Raymone Andrews,"['Stetson', 'Louisiana-Lafayette']"
Rayner Moquete,"['Fordham', 'Binghamton']"
Rayvon Harris,"['Niagara', 'Rhode Island']"
Rayvonte Rice,"['Drake', 'Illinois']"
Reco McCarter,['Campbell']
Reco McCarter,['North Texas']
Reese Holliday,['Toledo']
Reger Dowell,"['Oklahoma State', 'Texas-Arlington']"
Reggie Groves,"['Canisius', 'North Carolina Central']"
Reggie Johnson,['Tennessee']
Reggie Johnson,['Miami (FL)']
Reggie Johnson,"['Hampton', 'Miami (OH)']"
Reggie Johnson,['Baylor']
Reggie Johnson,[]
Reggie Johnson,['Charlotte']
Reggie Lynch,"['Minnesota', 'Illinois State']"
Reggie Smith,['Texas Christian']
Reggie Smith,"['Marquette', 'Eastern Illinois']"
Reggie Smith,['Maine']
Reggie Smith,['Missouri']
Reggie Smith,[]
Reggie Smith,['Campbell']
Reggie Smith,['South Carolina']
Reggie Smith,[]
Reggie Smith,['Arkansas-Little Rock']
Reggie Smith,['Wichita State']
Reggie Theus,[]
Reggie Theus,"['South Carolina', 'Cal State Northridge']"
Reggie Theus,"['New Mexico State', 'Cal State Northridge']"
Reggie Williams,['Georgetown']
Reggie Williams,['Nicholls State']
Reggie Williams,['Virginia Military Institute']
Reggie Williams,['Louisiana Tech']
Reggie Williams,['Morehead State']
Reggie Williams,['Ohio']
Reggie Williams,['Mississippi Valley State']
Reginald Smith,"['Grambling', 'Louisiana-Monroe']"
Reginald Smith,['Alabama State']
Remy Abell,"['Indiana', 'Xavier']"
Renaldo Woolridge,['Tennessee']
Rene Castro,"['Butler', 'Duquesne']"
Ria'n Holland,"['Wichita State', 'Mercer', 'Southern']"
Rian Pearson,"['Green Bay', 'Toledo']"
Richard Brown,"['Furman', 'Southern']"
Richard Brown,['Army']
Richard Brown,"['Miami (OH)', 'Nevada']"
Richard Brown,[]
Richard Peters,"['Albany (NY)', 'Cal State Fullerton']"
Richaud Pack,"['Maryland', 'Florida International']"
Rick Kreklow,"['University of California', 'Creighton', 'Missouri']"
Ricky Tarrant,"['Alabama', 'Memphis', 'Tulane']"
Rico Sanders,"['Jacksonville State', 'South Alabama']"
Riley Dearring,"['Wisconsin', 'Cal State Fullerton']"
Rob Johnson,"['Norfolk State', 'Marist']"
Rob Johnson,['Duquesne']
Rob Johnson,['Wisconsin']
Rob Johnson,['Delaware']
Rob Johnson,"['Southern', 'Citadel']"
Rob Johnson,['Weber State']
Rob Johnson,[]
Rob Johnson,['New Orleans']
Rob Johnson,['Missouri']
Rob Johnson,['Oregon']
Rob Johnson,['Rice']
Rob Johnson,['Kent State']
Rob Johnson,['Indiana']
Rob Johnson,[]
Rob Johnson,[]
Rob Johnson,['Iowa State']
Rob Johnson,['Youngstown State']
Rob Lewis,['Denver']
Rob Lewis,['Houston Baptist']
Rob Lewis,[]
Rob Lewis,['Cleveland State']
Rob Lewis,['North Texas']
Rob Lewis,['Howard']
Rob Marberry,"['Lipscomb', 'Western Kentucky']"
Rob Murphy,"['Lipscomb', 'Tennessee']"
Rob Murphy,['Georgia Tech']
Rob Murphy,['Eastern Michigan']
Rob Robinson,['Minnesota']
Rob Robinson,['Quinnipiac']
Rob Robinson,['Northwestern']
Rob Robinson,['Rice']
Rob Robinson,['Kentucky']
Rob Robinson,['Texas-Rio Grande Valley']
Rob Robinson,['Texas Christian']
Rob Robinson,['Colorado State']
Rob Robinson,"['Loyola (IL)', 'Iowa']"
Rob Robinson,[]
Rob Robinson,['Quinnipiac']
Rob Robinson,['Buffalo']
Rob Robinson,['Maryland-Eastern Shore']
Rob Robinson,['Utah']
Rob Robinson,[]
Rob Robinson,['McNeese State']
Rob Robinson,['North Carolina State']
Rob Robinson,['St. Francis (NY)']
Rob Robinson,['Bowling Green State']
Rob Robinson,['Valparaiso']
Rob Robinson,['East Carolina']
Rob Robinson,[]
Rob Robinson,['Louisiana Tech']
Rob Robinson,['Temple']
Rob Robinson,['Auburn']
Rob Robinson,['Mississippi Valley State']
Rob Robinson,['Louisiana-Lafayette']
Rob Robinson,['Missouri State']
Rob Robinson,['Michigan']
Rob Robinson,['Kansas State']
Rob Robinson,['Ohio State']
Rob Robinson,['Kansas State']
Rob Robinson,['Northern Illinois']
Rob Robinson,['Longwood']
Rob Robinson,['Wake Forest']
Rob Robinson,['Stephen F. Austin']
Rob Robinson,['Hawaii']
Rob Robinson,['South Carolina']
Rob Robinson,[]
Rob Robinson,['Kent State']
Rob Robinson,['Kent State']
Rob Robinson,['Idaho State']
Rob Robinson,['Auburn']
Rob Robinson,[]
Rob Robinson,['Colorado']
Rob Robinson,[]
Rob Robinson,[]
Rob Robinson,['Morehead State']
Rob Robinson,['New Orleans']
Rob Robinson,['Wisconsin']
Rob Robinson,"['Portland State', 'Arizona State']"
Rob Robinson,['Lipscomb']
Rob Robinson,['Idaho State']
Rob Robinson,['Nicholls State']
Rob Robinson,['Navy']
Rob Robinson,['Duquesne']
Rob Robinson,['Mississippi State']
Rob Robinson,['Western Kentucky']
Rob Robinson,['Sacred Heart']
Rob Robinson,[]
Rob Robinson,['Navy']
Rob Robinson,['Nebraska']
Rob Robinson,['Navy']
Rob Robinson,['East Carolina']
Rob Robinson,[]
Rob Robinson,[]
Rob Robinson,['Auburn']
Rob Robinson,[]
Rob Robinson,['Cornell']
Rob Robinson,['Eastern Illinois']
Rob Robinson,['Arkansas-Little Rock']
Rob Robinson,['Liberty']
Rob Robinson,[]
Rob Robinson,"['Old Dominion', 'Cleveland State']"
Rob Robinson,['Virginia']
Rob Robinson,['Princeton']
Rob Robinson,['Louisiana Tech']
Rob Robinson,['Norfolk State']
Rob Robinson,['Iona']
Rob Robinson,['Arkansas-Little Rock']
Rob Robinson,['Cal State Fullerton']
Rob Robinson,['Maryland-Eastern Shore']
Rob Robinson,['Idaho State']
Rob Robinson,['Delaware State']
Rob Robinson,['Arkansas']
Rob Robinson,['Tennessee State']
Rob Robinson,['Jackson State']
Rob Robinson,"['Southern', 'Appalachian State']"
Rob Robinson,"['Southern', 'Appalachian State']"
Rob Robinson,"['Southern', 'Appalachian State']"
Rob Robinson,[]
Rob Robinson,[]
Rob Robinson,['Penn State']
Rob Robinson,['Oregon']
Rob Robinson,['Navy']
Rob Robinson,['Longwood']
Rob Robinson,['Saint Louis']
Rob Robinson,[]
Rob Robinson,['Louisville']
Rob Robinson,['Army']
Rob Robinson,"['Brown', 'Oregon State']"
Rob Robinson,"['North Carolina State', 'East Tennessee State', 'Citadel']"
Rob Robinson,['Alcorn State']
Rob Robinson,['Southern Utah']
Rob Robinson,"['Florida State', 'Tulsa']"
Rob Robinson,['Northwestern']
Rob Robinson,['Illinois State']
Robert Brown,['Buffalo']
Robert Brown,['Central Michigan']
Robert Brown,"['Alabama-Birmingham', 'Virginia Tech']"
Robert Brown,[]
Robert Brown,['New Mexico State']
Robert Carter,"['Georgia Tech', 'Maryland']"
Robert Carter,['Jackson State']
Robert Carter,['Youngstown State']
Robert Johnson,[]
Robert Johnson,['New Orleans']
Robert Johnson,['Missouri']
Robert Johnson,['Oregon']
Robert Johnson,['Rice']
Robert Johnson,['Kent State']
Robert Johnson,['Indiana']
Robert Johnson,[]
Robert Johnson,[]
Robert Johnson,['Iowa State']
Robert Johnson,['Youngstown State']
Robert Lumpkins,"['New Mexico State', 'Rutgers']"
Robert Sampson,"['Georgia Tech', 'East Carolina']"
Robert Smith,[]
Robert Smith,['St. Bonaventure']
Robert Smith,['Oklahoma State']
Robert Smith,[]
Robert Smith,['New Mexico State']
Robert Smith,['Hawaii']
Robert Smith,['Coppin State']
Robert Smith,['James Madison']
Robert Smith,"['Chattanooga', 'Southern']"
Robert Smith,['Wisconsin']
Robert Smith,"['UC-Riverside', 'Santa Clara']"
Robert Smith,['Buffalo']
Robert Smith,['Baylor']
Robert Smith,['Arkansas State']
Robert Smith,['Furman']
Robert Upshaw,"['Fresno State', 'Washington']"
Robert Williams,['Lamar']
Robert Williams,['Florida Atlantic']
Robert Williams,['Alabama-Birmingham']
Robert Williams,[]
Robert Williams,['Portland']
Robert Williams,['Grambling']
Robert Williams,['Portland']
Rod Days,['Campbell']
Roddy Peters,"['South Florida', 'Maryland']"
Roddy Peters,['Morehead State']
Rodney Hood,"['Duke', 'Mississippi State']"
Rodney Pryor,"['Georgetown', 'Robert Morris']"
Rodney Purvis,['North Carolina State']
Rodney Purvis,['Idaho State']
Rodney Simeon,"['Tennessee State', 'Alabama State']"
Rodney Williams,"['Western Illinois', 'Kent State']"
Rodney Williams,['Minnesota']
Rodney Williams,['Nebraska']
Rodney Williams,['Drexel']
Rodney Williams,['Stetson']
Rodney Williams,['Prairie View']
Rodney Williams,['Florida']
Roger Franklin,"['North Texas', 'Oklahoma State']"
Roger Woods,['Southeastern Louisiana']
Roger Woods,['Arkansas-Little Rock']
Roland Brown,"['Hofstra', 'Binghamton']"
Romero Osby,"['Oklahoma', 'Mississippi State']"
Ron Giplaye,"['Providence', 'Southern']"
Ron Mvouika,"[""St. John's (NY)"", 'Missouri State']"
Ron Patterson,"['IUPUI', 'Syracuse']"
Ron Patterson,['Bradley']
Ron Trapps,"['Coastal Carolina', 'North Carolina Central']"
Ronald Spencer,['Maryland-Eastern Shore']
Ronnie Johnson,"['Houston', 'Auburn', 'Purdue']"
Ronnie Johnson,['South Carolina']
Ronnie Johnson,['Manhattan']
Ronnye Beamon,"['Morehead State', 'Youngstown State']"
Roschon Prince,['Long Beach State']
Roscoe Smith,[]
Rotnei Clarke,"['Butler', 'Arkansas']"
Royce O'Neale,"['Baylor', 'Denver']"
Royce Woolridge,"['Washington State', 'Kansas', 'Grand Canyon']"
Rudy Turner,"['Louisiana-Monroe', 'McNeese State']"
Ryan Anderson,['University of California']
Ryan Anderson,['Nebraska']
Ryan Anderson,"['Boston College', 'Arizona']"
Ryan Anderson,['Utah']
Ryan Bass,"['Oakland', 'Dayton']"
Ryan Brooks,['Auburn']
Ryan Brooks,['Temple']
Ryan Brooks,['Rhode Island']
Ryan Gomes,['Providence']
Ryan Gomes,"[""Mount St. Mary's""]"
Ryan Harrow,"['North Carolina State', 'Georgia State', 'Kentucky']"
Ryan Keenan,['Wake Forest']
Ryan Keenan,['Pepperdine']
